Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-January-2019,102.15,102.50,101.30,101.65,101.800988045864845084,49188,457,5007387.00,13899,28.26,1.20,-0.50
9-January-2019,103.90,104.15,101.85,102.05,102.702830188679245283,28196,349,2895809.00,11311,40.12,2.30,-1.85
8-January-2019,104.35,104.35,102.70,103.45,103.319830994650748120,25798,307,2665445.00,10358,40.15,1.65,-0.90
7-January-2019,103.95,106.30,103.50,103.80,104.795722200357240168,66062,766,6923015.00,15827,23.96,2.80,-0.15
4-January-2019,104.00,104.90,102.50,103.40,103.412772012462893452,40761,418,4215208.00,13291,32.61,2.40,-0.60
3-January-2019,104.50,104.95,103.50,103.75,104.172894449575950961,47636,462,4962380.00,13831,29.03,1.45,-0.75
2-January-2019,103.20,104.65,103.00,104.05,103.969577702363501275,49799,540,5177581.00,17971,36.09,1.65,0.85
1-January-2019,103.25,104.55,102.30,103.55,103.202303434803841771,49144,498,5071774.00,20436,41.58,2.25,0.30
31-December-2018,104.15,105.15,103.55,103.80,104.054481689911100236,24522,300,2551624.00,11930,48.65,1.60,-0.35
28-December-2018,102.40,105.95,102.40,104.00,104.491778455740499798,89156,797,9316069.00,23664,26.54,3.55,1.60
27-December-2018,103.50,104.90,103.35,103.75,104.092968722451426354,56718,611,5903945.00,18734,33.03,1.55,0.25
26-December-2018,104.55,104.95,102.30,103.85,103.712176141379339898,116679,1173,12101033.00,32921,28.22,2.65,-0.70
24-December-2018,103.00,104.05,100.45,102.40,102.774406937294507538,152682,1685,15691802.00,32666,21.39,3.60,-0.60
21-December-2018,109.70,109.70,105.75,106.80,107.060861903902987249,144146,1625,15432395.00,51706,35.87,3.95,-2.90
20-December-2018,105.95,110.70,105.95,109.00,108.952560473728551600,494967,4998,53927922.00,132124,26.69,4.75,3.05
19-December-2018,98.95,104.50,98.95,102.95,101.656541040401512257,151826,1426,15434106.00,65144,42.91,5.55,4.00
18-December-2018,95.15,98.10,95.05,97.85,97.385609821462754756,78359,1130,7631039.00,29207,37.27,3.05,2.70
17-December-2018,95.70,96.45,95.25,95.75,95.618263213870544878,40431,449,3865942.00,24196,59.85,1.20,0.05
14-December-2018,95.50,96.40,94.20,95.55,95.799053895605062062,49466,491,4738796.00,27823,56.25,2.20,0.05
13-December-2018,93.00,95.95,92.30,95.60,95.044563540957616384,116059,943,11030777.00,49230,42.42,3.65,2.60
12-December-2018,90.80,92.80,90.80,92.20,92.069146184411839165,90851,958,8364574.00,40490,44.57,2.00,1.40
11-December-2018,87.00,91.50,82.70,90.55,88.834614880730431627,99229,1048,8814970.00,32351,32.60,8.80,3.55
10-December-2018,90.10,90.10,86.70,88.25,88.016820586084324030,58797,642,5175125.00,25594,43.53,3.40,-1.85
7-December-2018,93.00,93.25,90.05,90.30,91.159226628819323568,74686,873,6808318.00,33926,45.42,3.20,-2.70
6-December-2018,94.00,94.00,92.20,92.40,92.912586645608493463,45588,515,4235699.00,25298,55.49,1.80,-1.60
5-December-2018,97.10,97.30,95.00,95.15,96.020913000238125253,71391,760,6855029.00,29870,41.84,2.30,-1.95
4-December-2018,98.60,99.50,97.50,97.90,98.386169478618851581,42023,575,4134482.00,17877,42.54,2.00,-0.70
3-December-2018,99.95,100.70,98.00,98.60,98.733623430471920648,68253,726,6738866.00,29007,42.50,2.70,-1.35
30-November-2018,101.50,102.05,98.20,98.95,100.183036277460397556,110978,1132,11118113.00,42159,37.99,3.85,-2.55
29-November-2018,98.90,99.95,98.50,98.90,99.143179923660773044,45586,516,4519541.00,17925,39.32,1.45,0.00
28-November-2018,99.50,101.30,98.05,98.40,99.813716570751523358,94528,909,9435191.00,33084,35.00,3.25,-1.10
27-November-2018,102.25,102.25,99.05,99.50,100.277968965857509374,162144,1294,16259471.00,61012,37.63,3.20,-2.75
26-November-2018,104.90,104.90,101.70,102.25,102.469600869840982195,88292,953,9047246.00,29152,33.02,3.20,-2.65
22-November-2018,104.40,105.10,102.40,102.55,103.834348187102131192,79486,704,8253377.00,28264,35.56,2.70,-1.85
21-November-2018,104.90,106.30,102.40,103.15,104.195154833974462414,192109,1848,20016827.00,50405,26.24,3.90,-1.75
20-November-2018,105.30,105.60,102.75,103.30,104.221289379668723611,61580,645,6417947.00,18084,29.37,2.85,-2.00
19-November-2018,105.85,106.60,104.50,105.25,105.613440816750782450,86587,1742,9144751.00,28513,32.93,2.10,-0.60
16-November-2018,107.85,110.00,105.30,105.80,107.762888365682026525,151629,1370,16339979.00,25275,16.67,4.70,-2.05
15-November-2018,109.55,109.55,107.00,107.50,107.939794394768908644,116534,1301,12578656.00,38359,32.92,2.55,-2.05
14-November-2018,109.00,112.00,106.70,110.55,109.862926365625336250,223048,2652,24504706.00,70552,31.63,5.30,1.55
13-November-2018,105.55,109.95,105.05,108.00,107.289403873270292447,125527,1601,13467717.00,26493,21.11,4.90,2.45
12-November-2018,107.70,107.95,105.00,105.30,106.017367872831846383,44162,683,4681939.00,17731,40.15,2.95,-2.40
9-November-2018,108.00,108.90,107.30,107.70,107.860159291509405925,67298,867,7258773.00,27181,40.39,1.60,-0.30
7-November-2018,107.50,108.25,106.35,107.60,107.319098068629289330,21332,365,2289331.00,11615,54.45,1.90,0.10
6-November-2018,108.90,109.40,105.00,105.50,106.876501671032427061,88568,1014,9465838.00,36526,41.24,4.40,-3.40
5-November-2018,110.50,111.45,107.60,108.15,109.044636770160498249,86543,1077,9437050.00,27603,31.90,3.85,-2.35
2-November-2018,106.90,114.80,105.85,109.25,111.408405206738705585,533693,6034,59457886.00,130640,24.48,8.95,2.35
1-November-2018,104.50,106.50,103.45,103.90,104.860898561713255603,129251,1453,13553376.00,56535,43.74,3.05,-0.60
31-October-2018,108.00,108.00,102.50,103.65,104.712606602154415349,149739,1899,15679561.00,42192,28.18,5.50,-4.35
30-October-2018,100.50,110.00,94.10,105.90,103.702854884528998833,255562,3345,26502509.00,69250,27.10,15.90,5.40
29-October-2018,98.20,98.60,95.70,98.10,97.275221986443890479,48539,631,4721642.00,14471,29.81,2.90,-0.10
26-October-2018,93.45,98.35,93.00,96.55,96.467155387668864844,93714,1448,9040323.00,21141,22.56,5.35,3.10
25-October-2018,94.00,95.00,92.25,94.60,93.975376025998916711,24001,426,2255503.00,9219,38.41,2.75,0.60
24-October-2018,97.05,97.45,93.85,95.50,95.278945820774829081,27206,391,2592159.00,8362,30.74,3.60,-1.55
23-October-2018,94.15,95.00,93.25,94.65,94.008120000000000000,25000,349,2350203.00,7746,30.98,1.75,0.50
22-October-2018,96.05,96.05,93.75,94.85,94.745423328683335121,46595,380,4414663.00,21792,46.77,2.30,-1.20
19-October-2018,95.50,97.30,93.20,95.40,94.784405927059981409,36578,503,3467024.00,14979,40.95,4.10,-0.10
17-October-2018,100.05,101.00,96.15,96.50,97.622764996453856586,80369,912,7845844.00,28722,35.74,4.85,-3.55
16-October-2018,96.65,99.50,95.75,99.05,98.239596638655462184,74375,757,7306570.00,23374,31.43,3.75,2.40
15-October-2018,96.25,96.40,94.40,95.70,95.558151840917952431,35906,547,3431111.00,13281,36.99,2.00,-0.55
12-October-2018,94.00,96.80,94.00,95.40,95.768200140763964425,78145,789,7483806.00,26652,34.11,2.80,1.40
11-October-2018,91.90,99.95,88.90,93.60,92.793536550945526390,56688,922,5260280.00,19167,33.81,11.05,1.70
10-October-2018,89.30,93.40,88.45,92.90,92.093316841402599442,50934,754,4690681.00,15063,29.57,4.95,3.60
9-October-2018,91.80,92.20,87.70,89.25,89.472712470159654472,72469,970,6483998.00,21420,29.56,4.50,-2.55
8-October-2018,93.00,93.00,90.00,91.65,91.375460345846657472,65983,839,6029227.00,30270,45.88,3.00,-1.35
5-October-2018,94.00,94.50,91.00,91.70,92.104696673189823874,101178,1210,9318969.00,45657,45.13,3.50,-2.30
4-October-2018,92.80,95.55,92.65,93.70,94.014393325633909640,58013,773,5454057.00,19479,33.58,2.90,0.90
3-October-2018,98.80,98.80,92.70,94.10,94.793020517995290951,118920,1712,11272786.00,39631,33.33,6.10,-4.70
1-October-2018,101.00,101.00,92.40,94.05,94.891395493074219557,120925,1407,11474742.00,53201,44.00,8.60,-6.95
28-September-2018,103.10,103.50,96.00,97.20,98.060908660672030288,190170,2739,18648243.00,53522,28.14,7.50,-5.90
27-September-2018,103.70,111.90,101.00,102.10,106.251085907335907335,290080,3942,30821315.00,65309,22.51,10.90,-1.60
26-September-2018,103.80,103.80,100.50,101.30,101.899098759509286546,58364,832,5947239.00,31195,53.45,3.30,-2.50
25-September-2018,100.60,103.60,98.05,102.25,101.418756907873350237,153810,2133,15599219.00,68989,44.85,5.55,1.65
24-September-2018,105.00,106.00,100.50,101.50,103.150260839818694945,175395,1987,18092040.00,88466,50.44,5.50,-3.50
21-September-2018,111.90,113.80,100.05,103.80,107.533108839055497262,122943,1909,13220443.00,54103,44.01,13.75,-8.10
19-September-2018,115.00,115.00,110.40,111.15,112.110240433574399779,57937,1132,6495331.00,28586,49.34,4.60,-3.85
18-September-2018,115.90,116.60,114.00,114.35,114.856399277184160905,50912,699,5847569.00,24192,47.52,2.60,-1.55
17-September-2018,117.80,118.00,115.20,115.85,115.973772055317119694,60813,1020,7052713.00,27622,45.42,2.80,-1.95
14-September-2018,117.55,119.70,116.45,117.60,117.949954157266330830,97071,3936,11449520.00,47279,48.71,3.25,0.05
12-September-2018,121.00,121.00,115.80,116.15,117.354542285088156190,80312,1143,9424978.00,38669,48.15,5.20,-4.85
11-September-2018,121.60,122.75,119.00,119.95,121.010378746805049957,38733,513,4687095.00,17789,45.93,3.75,-1.65
10-September-2018,123.40,123.40,120.50,121.40,121.727835013134117033,53677,741,6533985.00,22971,42.79,2.90,-2.00
7-September-2018,123.35,125.30,122.00,123.10,123.597656979692044939,37473,565,4631575.00,11773,31.42,3.30,-0.25
6-September-2018,121.35,124.00,120.90,123.25,122.067954625063993748,37113,614,4530308.00,12620,34.00,3.10,1.90
5-September-2018,121.40,123.90,120.10,120.85,121.527317464417286333,73561,1038,8939671.00,24806,33.72,3.80,-0.55
4-September-2018,128.15,128.40,120.35,122.15,124.581741190704239552,79348,1268,9885312.00,39459,49.73,8.05,-6.00
3-September-2018,129.30,129.75,127.50,127.85,128.616549768691240113,53608,607,6894876.00,23137,43.16,2.25,-1.45
31-August-2018,128.50,130.40,128.05,128.40,128.905203871172457559,25212,391,3249958.00,10201,40.46,2.35,-0.10
30-August-2018,129.00,129.50,128.00,128.30,128.531177676386960259,30246,393,3887554.00,12667,41.88,1.50,-0.70
29-August-2018,131.50,131.50,128.75,129.05,129.350932509542106539,78337,727,10132964.00,37079,47.33,2.75,-2.45
28-August-2018,130.60,131.55,129.00,129.50,130.068037860359817923,41521,514,5400555.00,21260,51.20,2.55,-1.10
27-August-2018,129.00,132.00,127.55,130.55,130.188302095836026221,86648,1133,11280556.00,34074,39.32,4.45,1.55
24-August-2018,125.15,128.65,125.15,127.45,127.181134811309955355,52414,550,6666072.00,26721,50.98,3.50,2.30
23-August-2018,128.50,128.60,125.60,126.05,126.616533923303834808,67800,647,8584601.00,37671,55.56,3.00,-2.45
21-August-2018,128.50,129.80,127.40,128.85,128.588352706352001878,34068,389,4380748.00,11383,33.41,2.40,0.35
20-August-2018,128.45,129.15,127.80,128.30,128.502378222796790009,40997,458,5268212.00,11986,29.24,1.35,-0.15
17-August-2018,128.85,131.50,127.80,128.85,129.580764622590131793,45905,605,5948405.00,12913,28.13,3.70,0.00
16-August-2018,128.20,131.00,127.50,129.75,129.586616660617547821,74391,705,9640078.00,23783,31.97,3.50,1.55
14-August-2018,127.75,131.05,126.85,128.55,128.498667593558104507,103572,1039,13308864.00,27594,26.64,4.20,0.80
13-August-2018,130.65,130.65,127.00,127.85,128.969854714064914992,80875,747,10430437.00,20819,25.74,3.65,-2.80
10-August-2018,132.00,132.05,130.60,131.10,131.330514004011502863,41381,394,5434588.00,17559,42.43,1.45,-0.90
9-August-2018,132.90,133.50,130.50,132.70,132.001363306744017403,68950,846,9101494.00,17161,24.89,3.00,-0.20
8-August-2018,130.10,133.25,128.25,131.90,130.947017392787801489,123097,1146,16119185.00,25017,20.32,5.00,1.80
7-August-2018,132.00,132.00,129.20,130.00,130.125433125433125433,41847,490,5445359.00,12904,30.84,2.80,-2.00
6-August-2018,131.55,135.15,131.05,131.60,132.313448580956918260,58772,610,7776326.00,21965,37.37,4.10,0.05
3-August-2018,134.50,135.20,131.95,132.65,132.825413322166781863,198211,693,26327458.00,14590,7.36,3.25,-1.85
2-August-2018,132.00,136.20,131.20,133.85,134.772507727975270479,134576,1450,18137145.00,43157,32.07,5.00,1.85
1-August-2018,130.85,133.60,130.85,132.65,132.192554720620076053,109922,1414,14530870.00,37988,34.56,2.75,1.80
31-July-2018,126.70,132.65,125.40,130.30,129.793024416609319483,338581,2855,43945452.00,60369,17.83,7.25,3.60
30-July-2018,125.70,127.40,124.90,126.70,126.425844440738412592,77951,835,9855021.00,31991,41.04,2.50,1.00
27-July-2018,124.00,126.20,123.10,124.70,124.851855265031877549,119363,1178,14902692.00,38389,32.16,3.10,0.70
26-July-2018,122.00,124.00,121.60,122.95,123.117304598728391594,78326,836,9643286.00,25327,32.34,2.40,0.95
25-July-2018,122.15,123.85,121.50,122.00,122.763170300530347672,101820,1166,12499746.00,40948,40.22,2.35,-0.15
24-July-2018,120.20,122.90,119.70,121.65,121.798411172761297275,137334,3152,16727063.00,51393,37.42,3.20,1.45
23-July-2018,121.50,122.40,119.25,120.20,120.391330130154482423,131536,3465,15835794.00,62438,47.47,3.15,-1.30
20-July-2018,125.00,125.00,120.10,121.35,122.429018805447957016,256096,2680,31353582.00,55826,21.80,4.90,-3.65
19-July-2018,129.00,129.75,122.70,123.85,126.330440054449159812,437105,7429,55219667.00,117135,26.80,7.05,-5.15
18-July-2018,126.30,131.25,122.10,124.65,126.771564719004339999,181106,2619,22959091.00,42429,23.43,9.15,-1.65
17-July-2018,124.20,126.45,123.55,125.10,125.149455914459094737,58171,1146,7280069.00,17914,30.80,2.90,0.90
16-July-2018,130.00,130.25,124.45,126.15,127.808011351233355162,54972,1058,7025862.00,20380,37.07,5.80,-3.85
13-July-2018,131.25,131.25,128.00,129.70,129.392571304965853960,64722,821,8374546.00,33581,51.88,3.25,-1.55
12-July-2018,132.50,134.35,131.00,131.60,132.753251438779844861,171847,2507,22813248.00,63443,36.92,3.35,-0.90
11-July-2018,129.60,131.00,127.10,129.85,129.411332928140633035,64167,949,8303937.00,24569,38.29,3.90,0.25
10-July-2018,124.15,130.00,124.15,129.70,128.101632804108636983,110791,1084,14192508.00,52793,47.65,5.85,5.55
9-July-2018,123.50,127.45,123.50,125.70,125.257197732702487468,106735,729,13369327.00,39789,37.28,3.95,2.20
6-July-2018,121.00,124.55,121.00,123.10,123.745691942960263260,56522,849,6994354.00,16719,29.58,3.55,2.10
5-July-2018,120.50,123.50,120.50,121.95,122.365462250194328126,79762,867,9760114.00,19491,24.44,3.00,1.45
4-July-2018,117.00,121.50,117.00,120.70,120.072164364953588408,53004,866,6364305.00,26092,49.23,4.50,3.70
3-July-2018,117.55,119.40,116.00,118.35,118.357533145013299243,48499,748,5740222.00,20288,41.83,3.40,0.80
2-July-2018,121.05,123.00,116.65,117.55,118.483346613545816733,75300,1105,8921796.00,39380,52.30,6.35,-3.50
29-June-2018,121.05,123.50,121.05,121.90,122.089846514238305556,40981,759,5003364.00,15429,37.65,2.45,0.85
28-June-2018,120.00,123.60,117.70,120.75,120.118258379175409743,70532,909,8472181.00,19579,27.76,5.90,0.75
27-June-2018,127.00,127.00,120.10,120.70,121.881655619491587151,54916,1185,6693253.00,22595,41.14,6.90,-6.30
26-June-2018,122.00,126.40,121.05,125.65,124.816083091436865021,88192,978,11007780.00,30090,34.12,5.35,3.65
25-June-2018,125.25,125.45,122.00,123.10,124.203952264853073270,38965,689,4839607.00,12736,32.69,3.45,-2.15
22-June-2018,125.00,126.35,124.50,125.15,125.304776018861569552,74225,1447,9300747.00,15768,21.24,1.85,0.15
21-June-2018,126.60,128.65,125.15,125.60,126.625182569617205681,124610,1680,15778764.00,36903,29.61,3.50,-1.00
20-June-2018,127.30,128.45,124.65,126.40,126.228989175102736293,79816,1440,10075093.00,29017,36.35,3.80,-0.90
19-June-2018,129.50,129.50,126.50,127.30,127.937295925794979514,48083,745,6151609.00,23755,49.40,3.00,-2.20
18-June-2018,128.80,130.90,128.00,129.30,129.641035783034042665,75846,1574,9832754.00,30367,40.04,2.90,0.50
15-June-2018,128.00,131.00,127.00,128.10,128.922306928473045260,62438,757,8049651.00,22976,36.80,4.00,0.10
14-June-2018,129.00,129.75,128.25,128.85,129.006769808779484998,56427,665,7279465.00,23191,41.10,1.50,-0.15
13-June-2018,129.00,131.75,128.35,129.50,130.403714071944381394,118953,1472,15511913.00,47300,39.76,3.40,0.50
12-June-2018,129.90,129.90,128.05,128.75,128.840557951153087411,57281,868,7380116.00,28675,50.06,1.85,-1.15
11-June-2018,124.90,129.80,124.90,128.10,127.833649754500818330,152750,1901,19526590.00,61788,40.45,4.90,3.20
8-June-2018,124.80,125.40,122.70,124.60,124.071253322428951134,136948,1755,16991310.00,47178,34.45,2.70,-0.20
7-June-2018,121.05,125.00,121.05,123.25,123.354457227993212763,96652,1339,11922455.00,31027,32.10,3.95,2.20
6-June-2018,124.70,124.70,118.50,120.65,120.310159205595953399,166263,2914,20003128.00,55912,33.63,6.20,-4.05
5-June-2018,129.20,129.20,121.00,122.30,123.822082358757166362,135529,1567,16781483.00,50124,36.98,8.20,-6.90
4-June-2018,132.00,132.10,126.50,127.50,128.895664816025447129,102487,1232,13210130.00,45812,44.70,5.60,-4.50
1-June-2018,133.00,134.70,131.00,131.50,132.922244288464745387,65963,1045,8767950.00,25128,38.09,3.70,-1.50
31-May-2018,135.70,136.60,133.05,133.85,134.883233285376461444,60471,815,8156524.00,21123,34.93,3.55,-1.85
30-May-2018,134.90,137.00,133.00,135.70,135.095647489281465352,89098,1499,12036752.00,36328,40.77,4.00,0.80
29-May-2018,136.00,136.85,133.70,134.75,135.285572111276981287,106509,1095,14409131.00,43601,40.94,3.15,-1.25
28-May-2018,134.40,137.40,133.65,135.05,135.656332918821730968,126253,1841,17127019.00,60451,47.88,3.75,0.65
25-May-2018,134.10,135.45,131.75,132.15,133.603801352088247081,152209,2763,20335701.00,58200,38.24,3.70,-1.95
24-May-2018,136.65,136.65,132.35,133.55,134.107960843590297272,138930,1838,18631619.00,35149,25.30,4.30,-3.10
23-May-2018,136.00,139.45,135.00,135.30,136.631025902282478357,144273,1725,19712168.00,48226,33.43,4.45,-0.70
22-May-2018,140.75,141.60,135.20,135.70,138.088582123461064110,138651,1616,19146120.00,40456,29.18,6.40,-5.05
21-May-2018,148.00,148.70,140.25,140.65,143.299844756936296189,110794,1468,15876763.00,31144,28.11,8.45,-7.35
18-May-2018,149.70,155.55,146.55,147.90,150.782620519607665391,386099,4343,58217019.00,86674,22.45,9.00,-1.80
17-May-2018,145.35,145.90,143.50,144.15,144.892061905418447538,58024,871,8407217.00,16874,29.08,2.40,-1.20
16-May-2018,143.00,145.50,141.35,143.30,143.553543524220976192,65274,917,9370314.00,16072,24.62,4.15,0.30
15-May-2018,146.25,148.10,143.50,144.25,145.814448922101803669,51118,856,7453743.00,17152,33.55,4.60,-2.00
14-May-2018,148.90,148.90,144.80,146.10,146.595954551129978773,64072,797,9392696.00,23617,36.86,4.10,-2.80
11-May-2018,145.60,147.15,145.20,146.25,146.323816407661727502,60874,799,8907316.00,22199,36.47,1.95,0.65
10-May-2018,148.30,150.40,144.60,145.15,147.387997485691600224,120908,1696,17820388.00,40881,33.81,5.80,-3.15
9-May-2018,148.70,151.70,148.00,148.50,149.428100481308103118,75835,1630,11331880.00,25918,34.18,3.70,-0.20
8-May-2018,153.90,153.90,148.70,149.30,150.763537019604633078,97732,1318,14734422.00,35976,36.81,5.20,-4.60
7-May-2018,154.00,154.00,151.35,152.35,152.379125574520174607,43297,640,6597559.00,16399,37.88,2.65,-1.65
4-May-2018,152.50,153.50,149.90,151.20,151.691073578092085464,53168,791,8065111.00,20445,38.45,3.60,-1.30
3-May-2018,154.00,154.80,151.05,152.50,153.054822944822125754,73254,1079,11211878.00,24601,33.58,3.75,-1.50
2-May-2018,158.20,160.80,154.00,155.40,157.883448702101359703,161800,2360,25545542.00,51446,31.80,6.80,-2.80
30-April-2018,157.50,157.90,155.00,156.05,156.214142047383956325,114849,1689,17941038.00,36633,31.90,2.90,-1.45
27-April-2018,150.00,154.85,149.60,153.20,153.238705551458832281,153239,2025,23482146.00,41961,27.38,5.25,3.20
26-April-2018,149.00,151.80,148.65,149.20,149.825947613195498686,82998,1021,12435254.00,23378,28.17,3.15,0.20
25-April-2018,152.40,154.00,148.10,149.35,150.614711068978522573,98103,1459,14775755.00,22983,23.43,5.90,-3.05
24-April-2018,160.00,160.45,150.00,151.50,154.748543759681846594,220774,3226,34164455.00,56696,25.68,10.45,-8.50
23-April-2018,163.45,163.45,158.80,159.35,159.768563984968724862,83293,1099,13307603.00,29315,35.20,4.65,-4.10
20-April-2018,163.50,163.50,161.05,161.55,162.010025274989056918,70821,931,11473712.00,12698,17.93,2.45,-1.95
19-April-2018,163.90,165.30,161.45,163.10,163.471448219197656556,111972,1089,18304225.00,19535,17.45,3.85,-0.80
18-April-2018,168.10,168.70,162.55,163.90,165.660200466007638113,72531,1138,12015500.00,17999,24.82,6.15,-4.20
17-April-2018,164.00,170.80,164.00,167.10,168.295567023391565500,283692,2971,47744106.00,52496,18.50,6.80,3.10
16-April-2018,160.85,165.95,160.45,164.35,163.975983360140125135,118751,1704,19472312.00,25329,21.33,5.50,3.50
13-April-2018,163.00,166.00,162.15,162.90,164.322225026500429054,99055,1284,16276938.00,26961,27.22,3.85,-0.10
